Data,Num1,Num2,Num3,Num4,Num5,Num6,Jolly,SuperStar
2012-09-04,34,42,58,60,82,83,72,28
2012-09-06,16,29,39,49,59,64,18,41
2012-09-08,5,13,31,42,43,73,60,21
2012-09-11,8,33,42,44,48,89,43,9
2012-09-13,12,26,27,46,65,77,15,50
2012-09-15,21,23,32,35,36,72,4,68
2012-09-18,3,10,18,25,50,68,66,45
2012-09-20,10,17,50,65,75,86,57,8
2012-09-22,1,28,29,68,84,85,27,81
2012-09-25,21,23,33,46,61,76,10,32
2012-09-27,3,8,10,31,77,79,61,58
2012-09-29,6,7,33,53,64,90,38,17
2012-10-02,36,52,69,71,78,84,1,16
2012-10-04,21,25,47,62,79,87,37,51
2012-10-06,13,40,41,56,82,87,74,47
2012-10-09,6,9,37,67,83,88,26,19
2012-10-11,16,34,50,58,80,90,33,71
2012-10-13,14,17,38,58,60,81,79,57
2012-10-16,1,20,24,27,46,60,18,1
2012-10-18,7,41,56,61,68,84,89,6
2012-10-20,2,5,28,36,69,81,29,61
2012-10-23,45,50,65,67,78,79,43,77
2012-10-25,15,23,51,52,77,90,19,19
2012-10-27,15,33,34,43,49,75,9,13
2012-10-30,10,32,46,61,70,75,73,13
2012-11-03,1,4,8,47,74,87,26,69
2012-11-05,7,14,15,17,57,66,8,38
2012-11-06,18,20,22,76,82,84,89,57
2012-11-08,9,31,39,44,72,81,67,16
2012-11-10,1,34,46,51,60,75,23,18
2012-11-13,3,20,57,62,79,84,61,72
2012-11-15,12,24,53,66,74,83,86,69
2012-11-17,8,10,39,60,77,84,23,90
2012-11-20,9,11,29,41,67,70,69,1
2012-11-22,20,25,51,59,77,88,37,13
2012-11-24,12,26,34,42,48,63,33,42
2012-11-27,5,13,56,65,78,82,74,58
2012-11-29,1,13,17,29,54,63,60,28
2012-12-01,6,20,25,45,56,60,48,66
2012-12-04,19,33,35,42,49,83,9,24
2012-12-06,15,18,47,70,74,89,62,88
2012-12-10,11,28,38,49,66,77,2,79
2012-12-11,6,8,10,11,16,61,26,87
2012-12-13,9,25,48,61,73,82,16,84
2012-12-15,15,26,35,39,53,59,11,66
2012-12-18,22,56,60,62,79,87,61,2
2012-12-20,6,19,26,27,52,65,32,48
2012-12-22,24,50,53,59,80,85,32,3
2012-12-24,6,22,31,37,38,51,35,50
2012-12-27,28,52,57,71,81,87,7,28
2012-12-29,31,39,51,84,86,89,45,48
2012-12-29,1,2,3,4,5,6,1,0
2007-01-02,42,47,55,57,61,79,72,65
2007-01-04,21,40,76,77,83,84,73,90
2007-01-08,3,45,49,53,58,77,48,46
2007-01-09,16,39,65,67,83,86,64,10
2007-01-11,6,27,59,71,85,90,72,70
2007-01-13,11,49,53,65,77,89,33,2
2007-01-16,1,11,24,33,36,80,15,3
2007-01-18,7,39,45,47,55,80,3,78
2007-01-20,18,47,55,64,74,89,23,17
2007-01-23,8,10,20,40,80,85,32,66
2007-01-25,4,6,26,28,53,64,42,90
2007-01-27,10,33,34,44,70,79,80,48
2007-01-30,1,23,38,50,60,77,39,57
2007-02-01,1,20,21,27,44,75,36,22
2007-02-03,3,12,32,43,51,58,13,44
2007-02-06,21,35,39,54,62,85,71,52
2007-02-08,3,9,33,61,65,85,11,83
2007-02-10,11,30,55,76,77,90,57,52
2007-02-13,4,29,70,82,86,88,8,2
2007-02-15,11,22,35,65,78,81,7,25
2007-02-17,40,41,62,65,89,90,25,89
2007-02-20,19,25,31,56,82,90,17,72
2007-02-22,28,44,51,72,81,90,16,74
2007-02-24,1,30,60,70,74,77,90,88
2007-02-27,6,20,58,59,65,88,90,78
2007-03-01,40,55,64,65,70,85,13,65
2007-03-03,6,32,50,57,59,61,68,29
2007-03-06,1,8,21,30,81,86,13,54
2007-03-08,5,27,43,50,75,90,54,59
2007-03-10,16,22,36,40,62,75,55,51
2007-03-13,13,46,48,76,81,83,35,70
2007-03-15,1,6,43,46,61,83,80,71
2007-03-17,10,43,55,56,81,87,69,35
2007-03-20,5,7,68,71,75,85,15,18
2007-03-22,23,32,34,72,80,83,22,86
2007-03-24,28,45,60,63,74,86,66,5
2007-03-27,35,36,43,46,69,75,47,17
2007-03-29,13,17,19,21,69,73,78,20
2007-03-31,42,70,74,78,82,87,23,41
2007-04-03,12,16,21,25,27,64,66,4
2007-04-05,2,17,60,77,85,86,21,71
2007-04-07,1,29,37,67,74,81,54,67
2007-04-10,8,30,39,66,69,78,70,54
2007-04-12,10,28,53,64,76,79,47,81
2007-04-14,3,46,64,71,78,87,4,64
2007-04-17,3,21,33,45,47,85,17,22
2007-04-19,28,30,65,74,77,83,40,88
2007-04-21,11,19,43,75,81,87,1,80
2007-04-24,8,36,40,45,67,79,84,40
2007-04-26,36,38,54,56,75,85,28,32
2007-04-28,7,15,16,21,37,60,52,58
2007-05-02,3,6,12,20,69,83,80,52
2007-05-03,1,11,20,66,69,88,35,3
2007-05-05,2,3,64,69,73,82,62,58
2007-05-08,14,30,33,35,58,76,82,77
2007-05-10,32,38,55,58,66,85,51,38
2007-05-12,25,46,48,52,57,81,3,6
2007-05-15,23,33,78,79,87,88,56,90
2007-05-17,10,36,63,75,79,85,49,44
2007-05-19,7,8,13,17,38,43,6,59
2007-05-22,1,44,67,77,88,90,79,31
2007-05-24,13,19,32,39,44,61,66,18
2007-05-26,5,31,62,63,68,78,2,47
2007-05-29,1,16,17,31,42,70,81,51
2007-05-31,7,21,36,38,77,79,17,18
2007-06-04,17,39,40,75,76,88,19,86
2007-06-05,1,9,13,29,71,83,56,41
2007-06-07,59,66,69,72,73,80,23,53
2007-06-09,5,19,20,26,53,54,56,23
2007-06-12,1,14,17,47,61,66,13,53
2007-06-14,12,42,44,46,52,86,25,34
2007-06-16,29,32,39,43,66,73,60,6
2007-06-19,1,2,26,41,65,80,37,27
2007-06-21,2,10,35,67,77,90,51,80
2007-06-23,15,42,65,68,70,90,46,40
2007-06-26,6,15,45,47,69,70,40,18
2007-06-28,3,20,47,52,83,90,75,22
2007-06-30,4,24,30,61,66,69,67,24
2007-07-03,19,23,39,54,79,87,42,43
2007-07-05,8,24,52,73,84,86,51,11
2007-07-07,32,45,69,77,83,87,19,3
2007-07-10,14,42,53,68,83,89,75,78
2007-07-12,1,35,51,56,68,79,63,7
2007-07-14,27,33,44,56,63,85,79,40
2007-07-17,23,31,62,65,69,89,49,46
2007-07-19,21,30,33,45,62,70,57,3
2007-07-21,18,62,64,69,75,81,3,6
2007-07-24,43,56,61,62,73,81,75,73
2007-07-26,20,22,36,68,81,87,52,55
2007-07-28,8,38,47,63,71,84,69,36
2007-07-31,12,38,65,72,83,84,31,61
2007-08-02,16,24,51,55,59,66,41,52
2007-08-04,41,46,64,71,84,87,81,22
2007-08-07,21,29,50,55,67,73,24,85
2007-08-09,34,39,57,62,79,83,13,3
2007-08-11,30,37,41,62,65,68,40,64
2007-08-14,14,19,44,52,60,71,57,18
2007-08-16,16,24,37,38,69,78,25,4
2007-08-18,1,25,60,67,87,88,75,14
2007-08-21,11,27,45,53,55,58,34,85
2007-08-23,8,46,49,55,80,87,64,67
2007-08-25,4,23,25,30,34,57,40,70
2007-08-28,6,18,36,75,81,83,72,75
2007-08-30,19,48,49,56,60,88,76,56
2007-09-01,1,35,37,39,57,84,67,31
2007-09-04,5,6,9,51,62,66,10,3
2007-09-06,9,16,22,25,26,70,64,63
2007-09-08,9,31,32,47,70,89,19,5
2007-09-11,3,4,19,39,73,78,80,5
2007-09-13,15,23,59,65,78,82,41,79
2007-09-15,10,30,57,64,72,75,49,3
2007-09-18,7,17,30,56,68,80,19,28
2007-09-20,10,20,24,38,49,87,77,48
2007-09-22,4,52,68,79,85,86,20,68
2007-09-25,10,14,18,22,48,68,38,24
2007-09-27,2,23,46,48,55,63,15,83
2007-09-29,8,11,17,20,21,80,64,35
2007-10-02,8,23,48,49,61,62,47,54
2007-10-04,3,17,33,51,77,87,16,42
2007-10-06,3,20,21,43,69,70,78,11
2007-10-09,7,9,17,51,57,78,87,20
2007-10-11,18,37,49,71,76,78,23,35
2007-10-13,12,41,42,44,80,86,37,46
2007-10-16,7,21,58,65,72,77,85,23
2007-10-18,2,24,51,55,62,81,53,27
2007-10-20,11,17,20,36,57,72,51,89
2007-10-23,1,10,26,62,71,90,43,32
2007-10-25,3,6,7,30,67,89,11,7
2007-10-27,7,19,39,42,56,57,18,73
2007-10-30,22,39,54,63,68,73,12,15
2007-11-02,29,31,51,60,72,73,69,50
2007-11-03,11,31,44,64,83,89,34,37
2007-11-06,13,18,32,46,55,78,59,66
2007-11-08,16,29,38,62,72,84,66,28
2007-11-10,6,39,50,52,54,88,51,49
2007-11-13,1,2,33,62,68,79,14,21
2007-11-15,4,9,69,74,76,85,86,11
2007-11-17,18,28,40,63,68,86,71,68
2007-11-20,1,18,30,34,65,75,31,45
2007-11-22,2,51,55,57,61,82,15,60
2007-11-24,26,37,53,81,86,90,31,60
2007-11-27,2,22,28,39,61,79,84,23
2007-11-29,17,41,42,43,66,76,8,46
2007-12-01,6,19,30,53,55,76,17,70
2007-12-04,3,10,40,54,69,85,43,13
2007-12-06,33,37,48,65,83,84,55,88
2007-12-10,5,13,28,30,42,63,84,66
2007-12-11,9,12,28,71,82,85,37,1
2007-12-13,12,20,22,39,55,72,15,52
2007-12-15,25,31,43,61,63,86,23,39
2007-12-18,28,29,33,35,65,80,69,7
2007-12-20,6,10,13,17,22,46,43,85
2007-12-22,3,14,30,50,66,87,47,48
2007-12-24,29,31,35,49,69,74,16,28
2007-12-27,6,13,19,37,67,72,49,1
2007-12-29,12,26,70,74,84,87,46,11
2007-12-29,1,2,3,4,5,6,1,0
2008-01-02,16,38,40,69,84,90,60,14
2008-01-03,20,39,56,64,66,85,29,17
2008-01-05,16,30,68,75,83,86,15,25
2008-01-08,17,23,30,74,81,84,55,49
2008-01-10,23,25,30,44,51,68,58,21
2008-01-12,8,9,52,77,82,86,85,8
2008-01-15,12,50,55,62,67,88,29,1
2008-01-17,4,15,21,35,59,73,70,76
2008-01-19,10,23,31,35,61,87,81,15
2008-01-22,7,18,19,56,66,71,26,20
2008-01-24,18,28,33,41,63,84,88,41
2008-01-26,15,17,25,31,85,87,82,57
2008-01-29,1,23,30,60,70,74,31,21
2008-01-31,7,14,26,34,45,77,83,34
2008-02-02,18,33,61,70,81,90,10,80
2008-02-05,22,28,75,78,83,87,13,84
2008-02-07,30,32,49,68,71,85,86,9
2008-02-09,2,3,13,23,30,70,85,72
2008-02-12,8,16,33,64,68,82,4,44
2008-02-14,4,18,30,69,73,74,78,52
2008-02-16,16,17,52,60,80,81,29,52
2008-02-19,2,18,35,53,60,66,32,45
2008-02-21,27,43,46,51,52,72,83,32
2008-02-23,11,13,25,62,76,80,18,54
2008-02-26,2,11,40,60,73,82,74,50
2008-02-28,2,5,6,56,58,73,3,38
2008-03-01,23,30,33,67,69,71,61,56
2008-03-04,12,32,54,63,64,85,62,77
2008-03-06,1,16,32,51,60,61,78,11
2008-03-08,4,12,21,39,59,83,64,63
2008-03-11,41,51,61,66,75,88,27,71
2008-03-13,50,61,62,71,72,74,59,9
2008-03-15,7,32,49,55,61,83,64,82
2008-03-18,27,36,38,41,71,84,6,37
2008-03-20,5,37,38,59,71,80,43,33
2008-03-22,30,37,47,72,85,87,71,34
2008-03-25,8,36,75,76,79,83,65,58
2008-03-27,11,34,46,58,77,82,50,27
2008-03-29,1,17,33,34,46,62,3,17
2008-04-01,5,9,53,57,61,84,78,2
2008-04-03,9,37,40,61,69,84,35,36
2008-04-05,29,51,52,62,72,79,34,43
2008-04-08,12,21,49,51,56,74,8,76
2008-04-10,34,54,72,76,79,85,78,10
2008-04-12,5,34,55,58,74,90,8,33
2008-04-15,2,25,28,31,46,59,22,25
2008-04-17,8,14,36,71,74,87,18,29
2008-04-19,22,29,30,32,41,52,42,7
2008-04-22,18,54,62,80,88,90,24,58
2008-04-24,36,43,47,49,84,89,51,25
2008-04-26,56,64,72,81,83,86,32,25
2008-04-29,28,33,42,54,76,79,68,62
2008-05-02,36,38,40,51,53,71,8,58
2008-05-03,8,38,39,52,64,70,73,39
2008-05-06,7,71,72,75,80,90,85,55
2008-05-08,8,29,33,47,52,56,59,19
2008-05-10,1,4,25,44,82,89,23,50
2008-05-13,28,33,39,40,80,89,82,12
2008-05-15,7,31,38,57,84,87,86,71
2008-05-17,8,53,65,66,80,87,3,20
2008-05-20,40,42,57,62,67,88,3,49
2008-05-22,22,63,66,73,81,90,47,43
2008-05-24,6,16,28,32,43,90,73,27
2008-05-27,7,10,50,51,80,85,60,46
2008-05-29,7,30,40,58,75,79,84,78
2008-05-31,8,16,39,63,84,86,34,48
2008-06-03,2,26,30,32,63,89,56,82
2008-06-05,13,22,40,41,51,86,6,26
2008-06-07,10,26,53,66,70,78,75,64
2008-06-10,4,62,67,69,70,84,23,31
2008-06-12,10,15,17,57,65,80,1,47
2008-06-14,3,6,20,46,50,80,86,2
2008-06-17,8,11,14,39,46,51,57,2
2008-06-19,18,31,47,59,75,80,79,73
2008-06-21,8,16,42,64,72,74,53,74
2008-06-24,13,25,54,56,57,58,31,15
2008-06-26,4,12,35,61,66,84,79,75
2008-06-28,6,19,25,42,48,52,56,57
2008-07-01,1,38,54,63,66,74,13,22
2008-07-03,19,32,41,42,64,65,75,81
2008-07-05,9,69,70,72,77,81,39,1
2008-07-08,1,26,49,74,82,87,81,74
2008-07-10,11,22,39,52,55,63,24,6
2008-07-12,16,26,31,67,74,82,18,74
2008-07-15,21,40,57,60,61,68,9,68
2008-07-17,8,28,34,63,86,90,15,89
2008-07-19,4,33,34,44,52,63,27,53
2008-07-22,35,49,56,78,87,90,10,59
2008-07-24,15,17,25,39,57,58,24,18
2008-07-26,6,44,66,68,77,86,20,17
2008-07-29,14,28,37,47,53,57,88,23
2008-07-31,20,67,71,81,84,88,7,27
2008-08-02,35,49,68,71,82,85,31,48
2008-08-05,1,30,36,37,60,88,27,28
2008-08-07,19,30,52,66,70,82,84,33
2008-08-09,2,11,21,23,39,47,72,31
2008-08-12,12,24,26,50,65,69,51,51
2008-08-14,8,19,30,32,52,75,85,79
2008-08-16,7,10,35,64,77,89,21,83
2008-08-19,5,7,13,33,66,79,84,27
2008-08-21,2,4,11,37,62,75,19,25
2008-08-23,21,31,37,64,75,88,41,27
2008-08-26,7,23,28,50,80,87,27,63
2008-08-28,18,19,36,39,58,88,53,16
2008-08-30,24,26,33,36,38,73,74,29
2008-09-02,6,29,30,78,81,88,26,27
2008-09-04,1,6,11,27,65,80,21,39
2008-09-06,2,22,33,42,52,71,72,86
2008-09-09,1,3,20,43,51,78,12,83
2008-09-11,27,31,35,53,54,78,45,27
2008-09-13,28,38,41,58,67,80,85,79
2008-09-16,21,30,32,41,47,67,49,24
2008-09-18,15,18,21,57,59,61,19,56
2008-09-20,7,12,36,73,77,85,1,80
2008-09-23,8,22,31,39,58,63,42,48
2008-09-25,25,51,53,72,77,81,83,19
2008-09-27,3,16,20,55,60,80,52,10
2008-09-30,5,34,43,53,71,78,73,28
2008-10-02,2,41,59,68,74,86,31,56
2008-10-04,31,58,80,81,88,89,65,79
2008-10-07,16,21,24,60,66,79,82,44
2008-10-09,4,19,20,24,44,55,80,80
2008-10-11,7,9,35,61,67,68,53,26
2008-10-14,11,14,43,46,61,70,82,73
2008-10-16,1,20,22,23,61,82,70,58
2008-10-18,8,25,33,48,58,90,53,63
2008-10-21,4,47,76,78,81,86,6,49
2008-10-23,7,20,21,74,75,81,33,10
2008-10-25,13,16,28,32,71,85,78,67
2008-10-28,5,9,50,80,82,88,89,18
2008-10-30,2,25,26,41,55,75,59,15
2008-11-03,16,21,33,42,52,66,19,75
2008-11-04,6,28,32,39,57,85,47,51
2008-11-06,24,26,31,39,49,81,89,29
2008-11-08,3,31,33,37,52,54,17,42
2008-11-11,6,10,22,48,61,65,58,70
2008-11-13,15,17,24,31,80,86,52,48
2008-11-15,5,7,13,40,52,84,37,21
2008-11-18,3,4,7,44,52,89,47,46
2008-11-20,25,39,43,46,59,67,75,72
2008-11-22,7,30,45,50,55,74,60,17
2008-11-25,19,48,61,73,81,83,22,73
2008-11-27,27,28,46,48,52,70,71,60
2008-11-29,2,3,22,46,61,80,49,68
2008-12-02,8,9,17,33,80,86,22,6
2008-12-04,17,44,49,60,66,81,74,34
2008-12-06,30,46,54,56,72,86,22,85
2008-12-09,1,38,47,50,58,65,22,45
2008-12-11,40,60,68,72,84,89,90,65
2008-12-13,28,32,45,61,63,76,43,11
2008-12-16,17,20,48,62,85,90,69,39
2008-12-18,9,26,29,31,58,70,21,43
2008-12-20,12,14,29,48,49,85,79,14
2008-12-23,30,45,66,69,75,80,63,52
2008-12-24,17,32,33,50,61,82,67,56
2008-12-27,8,25,31,65,87,90,28,1
2008-12-30,23,32,38,40,51,71,48,52
2008-12-30,1,2,3,4,5,6,1,0
2000-01-03,17,38,48,51,55,62,59,0
2000-01-05,2,13,31,37,38,82,39,0
2000-01-08,6,15,47,71,75,86,78,0
2000-01-12,3,15,48,74,76,81,34,0
2000-01-15,11,21,22,50,59,63,42,0
2000-01-19,20,29,39,54,57,71,28,0
2000-01-22,15,21,55,60,70,90,34,0
2000-01-26,2,57,62,63,73,87,55,0
2000-01-29,55,65,68,70,73,80,89,0
2000-02-02,12,13,28,30,47,63,35,0
2000-02-05,17,48,52,64,86,87,60,0
2000-02-09,6,36,49,51,52,76,35,0
2000-02-12,4,33,67,71,81,82,72,0
2000-02-16,8,27,39,51,54,90,71,0
2000-02-19,25,28,37,51,54,81,4,0
2000-02-23,44,53,61,65,86,89,49,0
2000-02-26,4,35,48,57,69,90,34,0
2000-03-01,27,32,37,70,82,88,52,0
2000-03-04,7,19,29,33,40,88,80,0
2000-03-08,4,13,15,20,32,41,28,0
2000-03-11,28,42,46,56,74,87,43,0
2000-03-15,8,17,35,61,78,89,9,0
2000-03-18,8,58,76,81,85,87,65,0
2000-03-22,2,19,22,57,65,89,61,0
2000-03-25,15,27,47,51,62,63,20,0
2000-03-29,1,6,12,26,57,70,28,0
2000-04-01,3,9,30,58,60,88,37,0
2000-04-05,10,17,33,38,67,71,73,0
2000-04-08,3,12,26,47,54,87,90,0
2000-04-12,18,24,45,58,62,80,4,0
2000-04-15,2,27,33,47,53,86,65,0
2000-04-19,5,53,64,74,77,88,78,0
2000-04-22,24,35,39,48,82,85,66,0
2000-04-26,17,51,67,70,82,86,49,0
2000-04-29,8,42,45,59,68,88,9,0
2000-05-03,1,13,37,53,62,71,9,0
2000-05-06,23,26,34,56,66,85,44,0
2000-05-10,9,12,19,39,82,86,69,0
2000-05-13,32,38,40,59,62,79,2,0
2000-05-17,11,14,19,32,78,89,9,0
2000-05-20,19,32,41,42,67,77,79,0
2000-05-24,8,10,22,72,87,90,39,0
2000-05-27,3,25,39,50,53,67,51,0
2000-05-31,4,8,19,39,63,70,66,0
2000-06-03,6,17,31,33,43,66,78,0
2000-06-07,2,4,23,38,53,59,17,0
2000-06-10,3,16,37,56,58,79,18,0
2000-06-14,15,25,50,64,80,89,72,0
2000-06-17,29,32,35,49,69,71,70,0
2000-06-21,12,15,34,43,55,75,70,0
2000-06-24,1,28,52,53,63,77,11,0
2000-06-28,3,17,18,41,63,89,48,0
2000-07-01,19,39,43,48,62,76,5,0
2000-07-05,12,34,35,50,63,88,69,0
2000-07-08,4,6,8,41,76,80,60,0
2000-07-12,11,15,16,43,49,84,48,0
2000-07-15,5,18,24,51,55,74,17,0
2000-07-19,6,37,53,60,66,72,26,0
2000-07-22,10,13,42,54,66,81,1,0
2000-07-26,3,37,40,49,53,83,44,0
2000-07-29,29,31,56,57,76,79,43,0
2000-08-02,4,39,56,59,65,78,61,0
2000-08-05,23,36,56,78,80,83,40,0
2000-08-09,18,36,47,62,75,80,41,0
2000-08-12,9,19,52,68,70,74,88,0
2000-08-16,14,21,27,49,82,83,36,0
2000-08-19,5,30,32,35,55,87,86,0
2000-08-23,11,13,20,41,76,89,29,0
2000-08-26,4,14,15,19,76,85,89,0
2000-08-30,8,16,59,61,78,90,45,0
2000-09-02,28,44,49,57,64,89,87,0
2000-09-06,7,11,48,49,64,72,8,0
2000-09-09,3,6,10,26,43,72,89,0
2000-09-13,1,45,48,69,70,89,26,0
2000-09-16,8,9,17,37,49,86,30,0
2000-09-20,12,14,29,49,62,82,79,0
2000-09-23,12,51,56,73,85,88,25,0
2000-09-27,5,48,71,84,85,87,22,0
2000-09-30,25,35,52,55,60,68,75,0
2000-10-04,2,3,15,16,24,67,7,0
2000-10-07,8,10,16,21,39,65,2,0
2000-10-11,11,54,64,70,73,77,66,0
2000-10-14,24,35,37,63,81,85,25,0
2000-10-18,15,33,41,48,52,56,82,0
2000-10-21,1,10,23,40,68,75,14,0
2000-10-25,2,38,39,41,61,76,21,0
2000-10-28,6,21,29,43,80,89,5,0
2000-11-02,2,55,76,78,81,85,71,0
2000-11-04,19,21,28,50,53,62,64,0
2000-11-08,22,42,50,53,78,83,40,0
2000-11-11,9,27,45,66,68,71,83,0
2000-11-15,1,25,26,28,53,79,73,0
2000-11-18,3,21,42,49,64,85,66,0
2000-11-22,14,25,39,50,72,89,59,0
2000-11-25,3,14,49,52,65,81,42,0
2000-11-29,13,17,29,32,35,49,56,0
2000-12-02,6,11,17,18,20,59,55,0
2000-12-06,9,16,48,70,75,77,64,0
2000-12-09,39,55,62,77,82,88,78,0
2000-12-13,8,54,62,63,66,84,45,0
2000-12-16,23,33,36,55,76,79,44,0
2000-12-20,26,36,43,47,64,90,23,0
2000-12-23,11,33,59,68,84,85,62,0
2000-12-27,1,5,14,20,39,58,76,0
2000-12-30,1,8,26,33,47,70,72,0
2000-12-30,1,2,3,4,5,6,1,0
2015-01-03,14,26,31,40,58,68,76,45
2015-01-05,16,37,48,68,84,90,11,12
2015-01-07,9,16,19,26,28,46,71,16
2015-01-08,6,9,29,41,50,90,13,32
2015-01-10,2,13,22,37,48,90,8,78
2015-01-13,9,10,36,67,76,83,72,76
2015-01-15,2,5,7,12,23,42,9,9
2015-01-17,18,22,31,54,71,80,52,43
2015-01-20,2,11,15,39,84,87,52,1
2015-01-22,11,12,44,57,77,89,76,41
2015-01-24,22,23,24,59,63,81,44,82
2015-01-27,5,10,47,59,66,73,53,21
2015-01-29,27,29,58,64,67,80,54,73
2015-01-31,8,44,54,58,59,86,73,50
2015-02-03,12,29,43,56,60,75,10,59
2015-02-05,7,8,10,45,49,53,20,49
2015-02-07,24,27,38,40,56,81,66,3
2015-02-10,30,59,72,74,77,78,9,27
2015-02-12,25,32,44,56,77,87,28,44
2015-02-14,13,31,32,57,60,79,90,10
2015-02-17,20,27,40,60,61,66,11,69
2015-02-19,23,35,44,49,66,84,2,75
2015-02-21,5,16,33,48,57,87,79,5
2015-02-24,6,29,56,72,82,83,76,24
2015-02-26,17,41,44,57,73,86,24,68
2015-02-28,5,10,34,48,56,87,23,40
2015-03-03,16,26,48,61,63,87,81,17
2015-03-05,35,44,62,74,82,90,68,19
2015-03-07,26,36,56,68,73,81,62,5
2015-03-10,9,19,68,70,71,81,39,37
2015-03-12,7,36,38,63,73,90,78,67
2015-03-14,28,30,39,46,68,89,5,3
2015-03-17,10,13,21,36,66,69,73,46
2015-03-19,5,7,20,38,57,85,23,8
2015-03-21,4,7,9,19,55,58,83,40
2015-03-24,8,17,29,32,65,90,81,37
2015-03-26,10,21,40,46,79,84,35,62
2015-03-28,5,22,60,71,74,81,88,31
2015-03-31,3,15,23,33,46,78,54,5
2015-04-02,33,36,61,66,83,85,20,81
2015-04-04,11,38,44,48,56,83,28,90
2015-04-07,4,18,20,68,72,77,21,41
2015-04-09,7,25,30,44,47,68,53,4
2015-04-11,26,54,55,73,86,90,3,19
2015-04-14,36,45,56,79,81,90,52,44
2015-04-16,37,38,43,69,79,86,72,53
2015-04-18,10,11,18,36,47,85,48,6
2015-04-21,4,17,52,59,67,84,88,13
2015-04-23,8,13,27,34,47,83,6,22
2015-04-27,8,26,39,56,78,85,49,3
2015-04-28,10,41,59,61,65,71,8,37
2015-04-30,18,28,31,33,55,78,81,8
2015-05-02,6,34,45,46,59,73,35,56
2015-05-05,7,31,33,78,86,87,72,88
2015-05-07,12,32,43,46,58,77,18,1
2015-05-09,31,40,52,55,62,76,17,44
2015-05-12,10,19,48,78,85,90,22,42
2015-05-14,19,25,42,51,55,56,24,75
2015-05-16,3,32,39,65,75,76,51,57
2015-05-19,6,20,43,44,46,67,85,52
2015-05-21,17,21,23,51,65,87,53,48
2015-05-23,4,24,29,31,39,71,19,14
2015-05-26,6,9,21,69,77,78,90,80
2015-05-28,6,33,57,61,80,83,53,18
2015-05-30,13,33,39,56,65,86,52,75
2015-06-03,3,28,37,42,67,86,1,79
2015-06-04,14,17,23,45,87,88,46,14
2015-06-06,16,24,34,40,41,57,13,89
2015-06-09,15,21,58,80,82,86,49,64
2015-06-11,26,48,52,61,75,79,82,73
2015-06-13,19,35,36,38,45,80,17,5
2015-06-16,6,28,55,57,78,83,67,16
2015-06-18,18,21,28,62,84,90,41,48
2015-06-20,6,11,21,65,66,85,23,18
2015-06-23,20,24,26,33,42,80,29,34
2015-06-25,18,46,63,68,73,79,28,59
2015-06-27,17,22,45,48,53,61,26,65
2015-06-30,4,11,16,25,34,59,75,84
2015-07-02,8,17,30,61,78,88,56,15
2015-07-04,8,30,38,51,62,66,14,2
2015-07-07,19,25,31,78,83,88,18,86
2015-07-09,8,54,59,66,86,89,15,4
2015-07-11,8,30,34,39,42,58,80,1
2015-07-14,12,17,32,47,74,86,8,23
2015-07-16,22,27,29,49,69,87,73,86
2015-07-18,22,42,47,62,70,72,90,68
2015-07-21,1,21,63,70,79,84,25,24
2015-07-23,33,41,44,48,68,75,56,8
2015-07-25,2,20,21,40,45,65,15,19
2015-07-28,4,26,34,66,67,81,88,26
2015-07-30,13,18,25,26,35,61,60,56
2015-08-01,2,26,34,58,80,81,23,42
2015-08-04,34,53,77,78,83,89,87,83
2015-08-06,2,27,36,39,53,79,72,44
2015-08-08,3,7,17,26,55,72,41,89
2015-08-11,17,25,32,42,71,85,60,45
2015-08-13,4,17,34,41,66,78,30,64
2015-08-17,1,4,50,70,71,76,84,10
2015-08-18,20,30,45,50,76,86,3,1
2015-08-20,4,14,31,68,70,74,73,10
2015-08-22,6,7,9,14,17,35,27,87
2015-08-25,3,18,19,65,81,88,70,74
2015-08-27,2,4,12,40,50,80,13,89
2015-08-29,7,28,44,55,57,78,14,77
2015-09-01,13,30,38,48,50,77,29,64
2015-09-03,13,18,19,49,78,87,45,22
2015-09-05,24,30,36,42,71,86,32,26
2015-09-08,41,50,54,60,75,88,62,26
2015-09-10,10,14,15,34,75,88,1,79
2015-09-12,11,24,46,48,68,82,5,69
2015-09-15,9,17,20,32,35,56,24,19
2015-09-17,8,9,42,71,78,79,62,21
2015-09-19,9,32,40,49,52,60,5,89
2015-09-22,10,26,50,55,62,81,27,65
2015-09-24,1,32,36,61,78,80,79,85
2015-09-26,1,37,69,74,77,89,28,35
2015-09-29,17,25,41,45,57,82,22,38
2015-10-01,2,17,21,49,69,74,79,6
2015-10-03,2,4,14,31,43,61,11,42
2015-10-06,8,11,17,27,62,84,41,20
2015-10-08,23,32,33,55,84,90,2,5
2015-10-10,32,41,45,47,78,90,59,1
2015-10-13,35,36,63,71,75,89,15,90
2015-10-15,7,9,16,24,32,40,17,40
2015-10-17,4,6,61,63,65,72,9,9
2015-10-20,18,34,58,60,64,88,5,80
2015-10-22,1,6,32,50,51,81,4,27
2015-10-24,9,14,33,38,46,87,2,79
2015-10-27,14,15,48,50,74,83,84,50
2015-10-29,4,16,40,57,71,84,62,84
2015-10-31,6,25,26,52,86,88,61,80
2015-11-03,30,41,47,71,79,86,83,78
2015-11-05,17,21,29,33,43,62,85,75
2015-11-07,2,19,22,46,51,54,83,10
