Data,Concorso,Num1,Num2,Num3,Num4,Num5,Num6,Jolly,SuperStar,Ritardo_Num1,Ritardo_Num2,Ritardo_Num3,Ritardo_Num4,Ritardo_Num5,Ritardo_Num6,Freq_Media_10_Num1,Freq_Media_10_Num2,Freq_Media_10_Num3,Freq_Media_10_Num4,Freq_Media_10_Num5,Freq_Media_10_Num6,Ritardo_Num1,Ritardo_Num2,Ritardo_Num3,Ritardo_Num4,Ritardo_Num5,Ritardo_Num6,Num_Piu_Frequente_50_Num1,Num_Piu_Frequente_50_Num2,Num_Piu_Frequente_50_Num3,Num_Piu_Frequente_50_Num4,Num_Piu_Frequente_50_Num5,Num_Piu_Frequente_50_Num6
2022-10-31,131,12,17,32,64,81,84,11,5,7,45,1,8,17,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0,7,16,0,0,9,1.0,25.0,42.0,51.0,49.0,84.0
2022-11-03,132,10,15,37,40,43,59,5,67,12,2,15,3,5,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,2,6,16,5,14,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-05,133,11,18,41,50,63,74,81,21,15,21,5,20,17,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,2,3,0,5,11,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-08,134,15,31,33,44,46,73,79,3,2,7,12,19,12,53,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,18,9,13,20,5,15,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-10,135,10,16,18,34,39,45,87,3,3,25,2,11,9,31,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0,10,6,5,3,1,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-12,136,19,32,51,61,71,82,48,35,8,5,15,85,8,18,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,5,9,1,0,3,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-15,137,13,21,23,33,48,86,28,1,30,43,27,3,9,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,21,0,2,6,0,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-17,138,3,6,39,48,52,88,9,6,11,12,3,1,31,36,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,23,21,0,0,4,3,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-19,139,19,30,44,48,58,72,40,33,3,25,5,1,17,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,22,19,12,14,1,3,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-22,140,14,22,23,35,41,64,17,14,22,24,3,18,7,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,0,6,8,26,0,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-24,141,25,58,66,78,81,88,76,3,35,2,11,55,10,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,23,0,4,5,27,15,1.0,25.0,42.0,40.0,49.0,84.0
2022-11-26,142,3,8,42,48,61,72,56,34,4,16,26,3,6,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,20,24,1,4,9,1.0,5.0,42.0,40.0,49.0,84.0
2022-11-29,143,18,33,43,60,61,78,20,52,8,6,11,31,1,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,0,7,20,14,14,1.0,5.0,42.0,40.0,49.0,84.0
2022-12-01,144,4,13,32,54,56,68,67,25,19,7,8,39,19,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,15,10,4,2,12,14,3.0,5.0,42.0,48.0,49.0,84.0
2022-12-03,145,4,37,38,53,73,79,29,90,1,13,32,18,11,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,14,26,3,24,20,3.0,5.0,42.0,48.0,49.0,84.0
2022-12-06,146,12,21,31,39,70,83,16,59,15,9,12,8,26,22,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,0,11,10,0,24,3.0,5.0,42.0,48.0,49.0,84.0
2022-12-10,147,29,50,55,56,76,81,9,47,52,14,28,3,36,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,33,2,5,8,4,3,3.0,5.0,42.0,48.0,49.0,84.0
2022-12-12,148,16,33,51,54,68,86,42,82,13,5,12,4,4,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,29,0,0,0,7,3.0,33.0,42.0,48.0,49.0,83.0
2022-12-13,149,32,40,51,61,75,76,72,21,5,17,1,6,35,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,26,5,4,21,0,3.0,33.0,42.0,48.0,49.0,83.0
2022-12-15,150,3,4,30,32,39,65,43,66,8,5,11,1,4,24,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,7,12,22,9,3,3.0,33.0,42.0,48.0,49.0,83.0
2022-12-17,151,8,21,24,54,68,70,12,76,9,5,64,3,3,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,3,14,5,9,6,3.0,33.0,42.0,48.0,49.0,83.0
2022-12-20,152,7,12,23,73,81,87,35,8,51,6,12,7,5,32,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,4,34,14,8,2,3.0,33.0,23.0,48.0,49.0,83.0
2022-12-22,153,9,25,34,39,54,64,87,22,34,12,18,3,2,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,39,7,2,10,3,3.0,33.0,23.0,48.0,49.0,83.0
2022-12-24,154,9,23,29,69,72,81,8,79,1,2,7,28,12,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,33,22,5,26,26,8,3.0,33.0,39.0,48.0,49.0,83.0
2022-12-27,155,3,37,39,44,68,72,11,21,5,10,2,16,4,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0,21,15,4,12,4,3.0,33.0,39.0,48.0,68.0,72.0
2022-12-29,156,2,19,34,37,46,58,62,69,51,17,3,1,22,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,1,10,12,7,2,3.0,33.0,39.0,48.0,68.0,72.0
2022-12-31,157,9,15,30,37,44,72,75,21,3,23,7,1,2,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,8,9,25,8,0,3.0,33.0,39.0,48.0,68.0,72.0
2023-01-03,1,8,10,30,34,51,71,20,27,13,111,16,21,34,17,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,6,1,365,3,2,3.0,33.0,39.0,48.0,68.0,72.0
2023-01-05,2,5,9,13,15,50,64,68,43,4,16,16,16,22,21,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,15,369,377,366,9,3.0,33.0,39.0,48.0,68.0,72.0
2023-01-07,3,17,41,54,60,67,86,51,12,20,37,24,27,28,55,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,16,366,365,8,4,4,3.0,33.0,39.0,48.0,68.0,72.0
2023-01-10,4,21,24,31,32,56,83,78,40,28,38,35,36,19,24,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,365,8,10,4,392,3,3.0,33.0,31.0,48.0,68.0,72.0
2023-01-12,5,9,10,22,41,44,85,5,51,3,4,23,2,34,22,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,374,416,1,379,10,8,3.0,33.0,31.0,48.0,68.0,72.0
2023-01-14,6,37,44,52,58,74,78,65,67,33,1,21,18,34,28,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,10,18,368,406,4,3.0,33.0,31.0,48.0,68.0,72.0
2023-01-17,7,9,10,14,40,60,68,21,9,2,2,55,18,4,20,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,16,9,6,372,12,3.0,33.0,31.0,48.0,68.0,72.0
2023-01-19,8,29,47,57,59,67,87,6,48,21,19,55,28,5,30,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,20,7,10,391,370,3.0,33.0,31.0,48.0,67.0,72.0
2023-01-21,9,22,61,66,72,80,82,67,79,4,31,28,35,20,35,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,6,5,3,4,19,3.0,33.0,31.0,48.0,67.0,72.0
2023-01-24,10,3,7,20,55,75,80,88,44,12,44,28,26,22,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,14,2,392,3,8,22,3.0,33.0,31.0,48.0,67.0,72.0
2023-01-26,11,6,25,34,60,79,86,48,81,13,23,10,4,27,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,373,2,14,374,5,377,3.0,33.0,31.0,48.0,68.0,72.0
2023-01-28,12,19,23,53,58,61,82,73,52,57,23,26,6,3,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,400,20,12,7,22,373,3.0,33.0,31.0,48.0,68.0,72.0
2023-01-31,13,13,15,23,39,41,46,30,42,11,11,1,52,8,26,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,16,380,23,2,16,3.0,33.0,23.0,39.0,68.0,72.0
2023-02-02,14,3,14,19,28,70,80,83,7,4,7,2,27,34,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,2,9,5,1,3,3.0,10.0,23.0,39.0,68.0,72.0
2023-02-04,15,3,42,46,49,68,81,4,81,1,36,2,34,8,28,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,17,385,10,6,2,3.0,10.0,23.0,48.0,68.0,72.0
2023-02-07,16,24,54,58,65,81,89,63,20,12,13,4,37,1,47,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,396,1,5,5,18,2,3.0,10.0,23.0,48.0,68.0,72.0
2023-02-09,17,3,10,25,44,57,90,53,68,2,10,6,11,9,44,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,15,5,2,24,382,3.0,10.0,23.0,48.0,68.0,72.0
2023-02-11,18,4,24,25,28,31,68,79,65,20,2,1,4,14,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,411,4,29,19,3,3.0,10.0,23.0,48.0,68.0,72.0
2023-02-14,19,19,22,67,71,79,85,23,13,5,10,11,18,8,14,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,21,20,393,14,7,16,3.0,10.0,23.0,48.0,68.0,72.0
2023-02-16,20,1,38,47,52,56,66,72,23,22,97,12,14,16,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,8,3,11,30,19,3.0,10.0,23.0,48.0,68.0,72.0
2023-02-18,21,22,46,52,57,65,72,31,2,2,6,1,4,5,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,2,18,14,15,5,3.0,10.0,23.0,39.0,68.0,72.0
2023-02-21,22,7,31,44,63,80,83,87,77,12,4,5,39,8,18,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,22,3,5,407,4,7,3.0,10.0,23.0,39.0,68.0,72.0
2023-02-23,23,6,29,34,52,58,68,59,12,12,15,12,2,7,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,23,27,34,20,1,3.0,10.0,23.0,39.0,68.0,72.0
2023-02-25,24,6,42,52,72,85,89,56,28,1,9,1,3,5,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,394,4,24,7,4,1,3.0,10.0,23.0,39.0,68.0,72.0
2023-02-28,25,7,16,47,49,50,73,45,41,3,36,5,10,23,52,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,21,26,19,17,16,17,3.0,10.0,23.0,39.0,68.0,72.0
2023-03-02,26,9,24,28,37,44,81,51,72,19,8,8,20,4,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,25,16,11,20,16,11,3.0,10.0,23.0,37.0,68.0,72.0
2023-03-04,27,4,22,24,29,49,58,69,8,9,6,1,4,2,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,17,16,7,18,14,13,3.0,10.0,23.0,37.0,68.0,72.0
2023-03-07,28,2,38,49,64,81,89,43,10,30,8,1,26,2,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,14,6,4,4,7,12,3.0,10.0,23.0,37.0,68.0,72.0
2023-03-09,29,1,19,30,41,42,77,61,32,9,10,28,16,5,72,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,4,5,9,1,6,3.0,10.0,23.0,37.0,68.0,72.0
2023-03-11,30,23,42,46,54,58,79,40,69,17,1,9,14,3,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,17,9,27,9,14,3.0,10.0,30.0,54.0,68.0,72.0
2023-03-14,31,8,20,25,64,87,88,75,34,30,21,13,3,23,44,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,2,2,1,27,4,3.0,10.0,30.0,54.0,68.0,72.0
2023-03-16,32,25,28,36,45,48,86,50,51,1,6,67,58,57,21,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,1,22,39,15,11,3.0,10.0,30.0,54.0,68.0,68.0
2023-03-18,33,35,37,43,47,69,73,16,47,50,7,47,8,56,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,14,19,3,31,23,420,3.0,10.0,30.0,54.0,68.0,68.0
2023-03-21,34,10,15,16,30,36,71,59,63,17,21,9,5,2,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,16,26,406,420,8,3.0,10.0,30.0,54.0,68.0,68.0
2023-03-23,35,6,8,41,42,66,80,79,11,11,4,6,5,15,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,33,11,30,18,7,6,3.0,10.0,30.0,54.0,68.0,68.0
2023-03-25,36,4,15,26,27,72,82,89,12,9,2,67,51,12,24,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,11,14,1,6,3,3.0,10.0,30.0,54.0,68.0,68.0
2023-03-28,37,42,52,62,64,76,79,55,56,2,13,86,6,55,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,46,43,18,19,2,1,3.0,10.0,30.0,37.0,68.0,81.0
2023-03-30,38,21,29,30,43,46,63,77,54,34,11,4,5,8,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,1,9,12,5,8,3.0,10.0,30.0,37.0,68.0,81.0
2023-04-01,39,5,22,36,47,73,75,51,78,37,12,5,6,6,29,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,14,7,25,6,14,5,3.0,10.0,30.0,37.0,68.0,81.0
2023-04-04,40,17,20,54,62,69,88,39,36,37,9,10,3,7,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,23,28,49,7,10,21,3.0,10.0,30.0,37.0,68.0,86.0
2023-04-06,41,4,28,30,42,45,50,27,55,5,9,3,4,9,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,1,28,38,3,33,3.0,10.0,30.0,37.0,44.0,68.0
2023-04-08,42,17,25,32,38,43,48,67,73,2,10,38,14,4,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,402,4,11,10,7,5,3.0,10.0,30.0,37.0,44.0,68.0
2023-04-11,43,9,40,55,60,69,70,34,70,17,36,33,32,3,29,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,5,15,15,12,17,9.0,10.0,30.0,37.0,44.0,68.0
2023-04-13,44,2,11,42,73,76,90,55,35,16,93,3,5,7,27,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,20,22,37,19,1,6,9.0,10.0,30.0,37.0,44.0,68.0
2023-04-15,45,7,22,36,52,79,86,38,51,20,6,6,8,8,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,18,18,3,24,22,52,9.0,10.0,30.0,37.0,44.0,86.0
2023-04-18,46,5,36,62,64,66,67,53,2,7,1,6,9,11,27,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,9,4,10,23,13,1,9.0,10.0,30.0,64.0,44.0,86.0
2023-04-20,47,4,5,7,21,45,52,77,37,6,1,2,9,6,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,2,4,7,4,7,3.0,10.0,30.0,64.0,44.0,86.0
2023-04-22,48,6,18,22,25,26,47,60,61,13,60,3,6,12,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,5,23,1,4,41,4.0,10.0,30.0,64.0,44.0,86.0
2023-04-24,49,3,7,46,69,75,82,81,28,32,2,11,6,10,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,22,29,3,14,13,3.0,10.0,30.0,64.0,44.0,82.0
2023-04-27,50,7,10,62,63,77,86,5,44,1,16,4,12,21,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,16,15,4,8,2,24,3.0,10.0,30.0,64.0,69.0,86.0
2023-04-29,51,21,43,55,56,73,89,13,2,4,9,8,31,7,23,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,5,12,44,12,35,3.0,10.0,25.0,64.0,69.0,86.0
2023-05-02,52,17,43,60,71,86,88,16,49,10,1,9,18,2,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,26,1,3,5,17,11,3.0,10.0,25.0,64.0,69.0,86.0
2023-05-04,53,6,9,23,57,62,72,16,22,5,10,23,32,3,17,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,19,35,26,65,9,6.0,10.0,25.0,64.0,69.0,82.0
2023-05-06,54,10,25,40,46,47,74,7,31,4,6,11,5,6,48,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,10,5,24,13,21,6.0,10.0,25.0,64.0,69.0,82.0
2023-05-09,55,18,25,41,44,60,78,36,72,7,1,20,29,3,49,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,26,5,2,15,10,6.0,22.0,25.0,64.0,69.0,82.0
2023-05-11,56,1,6,35,48,62,65,43,83,27,3,23,14,3,35,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,1,19,18,48,29,6.0,22.0,25.0,64.0,69.0,82.0
2023-05-13,57,3,31,35,57,82,84,68,16,8,35,1,4,8,83,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,10,5,69,6,55,3.0,22.0,25.0,64.0,69.0,82.0
2023-05-16,58,20,42,52,67,72,77,82,3,18,14,11,12,5,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,8,8,1,36,7,3.0,22.0,25.0,64.0,69.0,82.0
2023-05-18,59,5,16,35,63,69,77,29,3,12,25,2,9,10,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,15,4,3,22,4,13,3.0,22.0,25.0,64.0,69.0,86.0
2023-05-20,60,18,32,37,46,64,70,30,44,5,18,27,6,14,17,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,39,8,7,2,15,38,6.0,22.0,25.0,64.0,69.0,86.0
2023-05-23,61,13,23,26,27,50,63,71,1,48,8,13,25,20,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,11,38,5,5,6,3.0,22.0,25.0,64.0,69.0,89.0
2023-05-25,62,20,22,33,38,40,51,44,76,4,14,91,20,8,61,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,14,34,8,55,9,4,3.0,22.0,25.0,64.0,69.0,89.0
2023-05-27,63,12,41,64,78,79,88,58,86,136,8,3,8,18,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,12,6,9,8,25,3.0,22.0,25.0,64.0,69.0,88.0
2023-05-30,64,10,22,37,55,76,87,60,43,10,2,4,13,20,33,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,21,12,3,13,22,4.0,22.0,25.0,64.0,69.0,88.0
2023-06-01,65,2,37,64,83,89,90,34,23,21,1,2,43,14,21,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,36,4,7,5,2,4.0,22.0,25.0,64.0,69.0,88.0
2023-06-03,66,27,39,56,58,63,64,55,38,5,53,15,36,5,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,10,9,26,14,3,4.0,22.0,25.0,64.0,69.0,88.0
2023-06-06,67,17,26,51,54,61,62,73,8,15,6,5,27,55,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,23,24,17,19,5,4.0,22.0,30.0,64.0,69.0,88.0
2023-06-08,68,3,8,58,66,82,87,69,55,11,33,2,22,11,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,29,6,3,17,5,3,6.0,22.0,30.0,64.0,69.0,88.0
2023-06-10,69,8,30,33,40,64,78,42,59,1,28,7,7,3,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,37,4,35,24,25,16,6.0,22.0,30.0,64.0,69.0,88.0
2023-06-13,70,6,37,53,54,72,84,74,84,14,5,58,3,12,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,14,36,33,9,20,24,6.0,22.0,30.0,64.0,69.0,88.0
2023-06-15,71,4,9,21,24,52,71,8,58,24,18,20,44,13,19,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,30,40,3,5,3,6.0,22.0,30.0,64.0,69.0,88.0
2023-06-17,72,12,18,26,40,53,63,54,58,9,12,5,3,2,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,14,13,18,16,11,4,6.0,22.0,26.0,64.0,69.0,88.0
2023-06-20,73,7,42,56,69,74,76,45,4,23,15,7,14,19,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,14,7,61,12,5,25,4.0,22.0,26.0,64.0,69.0,88.0
2023-06-22,74,21,30,38,65,67,90,77,7,3,5,12,18,16,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,42,4,32,7,50,4.0,22.0,26.0,64.0,69.0,88.0
2023-06-24,75,1,21,32,35,59,86,38,6,19,1,15,16,67,23,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,18,14,4,8,36,3,4.0,22.0,26.0,64.0,69.0,86.0
2023-06-27,76,31,46,57,70,71,80,75,8,19,16,19,16,5,41,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,22,30,11,10,5,9,4.0,22.0,26.0,64.0,69.0,86.0
2023-06-29,77,1,27,38,41,79,81,39,29,2,11,3,14,14,49,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,13,7,5,20,3,1.0,22.0,26.0,64.0,69.0,86.0
2023-07-01,78,17,39,41,43,87,89,33,44,11,12,1,26,10,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,4,3,3,4,12,17.0,22.0,26.0,54.0,69.0,86.0
2023-07-04,79,11,23,50,68,89,90,41,32,35,18,18,56,1,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,19,15,31,30,30,17.0,22.0,26.0,54.0,69.0,86.0
2023-07-06,80,5,17,27,38,53,57,30,16,21,2,3,3,8,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,28,2,3,49,17,1,17.0,22.0,26.0,38.0,69.0,86.0
